Date,Title,Excerpt,Category
22-02-2023,"Europa League: Chukwueze Seals Top Spot for Villarreal, Ndidi Back from Injury",Samuel Chukwueze grabbed maximum points for Villarreal on Thursday against Turkish club Sivasspor to lead the Yellow Submarines on 13,sports
21-09-2019,Super Eagles Manager Rohr Confident of Qatar 2022,"Before Gernot Rohr was appointed head coach of Nigeria, the team were at a low ebb, having failed to qualify",sports
07-11-2019,WHO: Countries Need to Resist ‘Vaccine Nationalism’,"The World Health Organisation (WHO) on Wednesday called on countries to resist ""vaccine nationalism"", as the international community continues to",health
07-01-2020,"NLC, Falana Back Peter Obi as Labour Party’s Presidential Candidate","The Nigeria Labour Congress (NLC) and Senior Advocate of Nigeria, Mr. Femi Falana have thrown their weight behind the emergence",politics
25-06-2022,"‘Black Market’ Can’t Determine Value of Naira, Central Bank Governor Emefiele Insists",Central Bank of Nigeria Governor Godwin Emefiele on Tuesday said the parallel market - otherwise known as the black market,business
17-01-2022,Tottenham Confirms Ryan Mason as Interim Head Coach With Julian Nagelsmann Targeted as Mourinho’s Successor,Ryan Mason will lead boyhood club Tottenham out at Wembley on Sunday after being named interim head coach until the,sports
28-03-2022,Tokyo Olympics: Japan Holds Gymnastics Test Event with Fans,"Tokyo has hosted its first international sporting event since the coronavirus pandemic, seen as a major trial ahead of next",sports
10-01-2020,China Tests Millions after Coronavirus Flare-ups in Three Cities,"Chinese authorities are testing millions of people, imposing lockdowns and shutting down schools after multiple locally transmitted coronavirus cases were",health
15-01-2020,Nuli Launches Veggie Victory’s 100% Plant-based Meat Substitute,"Nuli, Nigeria’s leading healthy food restaurant chain and natural juice brand, and Veggie Victory, Nigeria’s first vegan food company, have",health
18-02-2019,Rome Film Festival to Continue Despite Coronavirus Pandemic,"The 15th edition of the Rome Film Festival is set to take place between October 15-25, despite the coronavirus pandemic",entertainment
03-01-2021,"Gowon Destroyed Nigeria’s Federal Structure, Says Firebrand Lawyer Farotimi","A former Nigerian Head of State, General Yakubu Gowon (rtd). has been accused of destroying the country's federal system of",politics
06-10-2019,Aston Villa Shock Liverpool in 7-2 Demolition,Ollie Watkins scored a first-half hat-trick and Jack Grealish had a hand in five goals as Aston Villa deservedly stunned,sports
05-01-2020,Senegal Begins Vaccinating Against Coronavirus,Authorities in Senegal have said fighting misinformation and Covid-19 vaccination reluctance will be key in the campaign launched on Tuesday.,health
10-04-2019,NNPC’s Operating Revenues Slump By $290m in January,The increasing landing cost of petrol and the inability of the Nigerian National Petroleum Corporation (NNPC)   to increase ex-depot price,business
25-09-2021,South Africa’s Jobless Rate Hits Record High in Q4 2020,"South Africa’s unemployment rate jumped to a record high in the fourth quarter of last year, the statistics agency said",business
19-05-2019,"Twitter, Other ICT Players Contributed 14.91% to Nigeria’s GDP, Civil Society Group Reminds FG","A leading civil society organization, Centre for Social Justice (CSJ) has reminded the federal government that Twitter and other social",business
08-09-2021,"Buhari Backs Direct Party Primaries, Says House Speaker Gbajabiamila",Governors lobbying President Muhammadu Buhari not to assent to the Electoral Act Amendment Bill may have lost out in the,politics
20-05-2022,AstraZeneca Vaccine Less Effective Against South Africa Variant,"AstraZeneca Plc’s Covid-19 vaccine has shown limited efficacy against mild disease caused by the variant first identified in South Africa,",health
19-03-2019,Messi Nets Double as Barcelona Beat Huesca in Record-setting Night,Barcelona moved back to within four points of La Liga leaders Atletico Madrid in a record-setting night for Lionel Messi,health
14-10-2021,"Pan-African Settlement Platform Will Reduce FX Usage in Africa, Nigeria’s Central Bank Governor Says","The Governor of the Central Bank of Nigeria (CBN), Mr. Godwin Emefiele has said the newly launched Pan-African Payment and",business
30-04-2022,"Oil Price Continues Bullish Run, Now $83 as OPEC Delays Nigeria’s Request for New Baseline","Oil prices continued to climb on Tuesday, hitting their highest levels in years and extending gains. Apparently, the rally was",business
04-12-2021,Buhari’s Supporters Considering Former President Jonathan to Succeed Him,"In a major political development fuelled by power intrigues and permutations, President Muhammadu Buhari’s supporters are considering backing former President",politics
29-08-2020,Tokyo Olympics: Algerian Judoka Withdraws Over Potential Meeting with Israeli,Algerian judoka Fethi Nourine has withdrawn from Tokyo 2020 after the draw set him on course for a potential meeting,sports
23-01-2019,"Champions League Final: Havertz, Kante Key in Chelsea Victory against Man City",Every Manchester City fan I spoke to outside the ground in Porto after their defeat in the Champions League final,sports
19-09-2019,Nigeria: See the 13 Presidential Aspirants Recommended By APC Screening Panel,The John Odigie-Oyegun panel that screened the APC’s 23 presidential aspirants has recommended 13 aspirants to the party. The recommended,politics
15-02-2023,"Nigerian Broadcast Stations Gasping for Breath, BON Cries Out","The Broadcasting Organisation of Nigeria (BON), a body representing broadcast stations in Nigeria, has cried out over the skyrocketing costs",business
23-12-2021,Mexico Surpasses One Million Coronavirus Cases,"Mexico has registered one million total coronavirus cases, with almost 100,000 confirmed deaths. The country has a death rate of",health
05-12-2020,China Property Shares Slide as Evergrande Crisis Reverberates,Shares of Chinese real estate firms fell further on Thursday as investors fretted about a debt crisis rippling through developers,business
20-06-2019,NNPC Chief Kyari Targets Fortune 500 Top 50 in Three Years,"“Before, you could lose money and nothing will happen, government could always pay, but the law now says we have",business
02-08-2020,"Despite Widespread Outcry, Nigeria to Borrow More for Railways Expansion","Nigeria’s Minister of Transportation, Mr. Rotimi Amaechi, on Monday unfolded plans by the federal government to take more Chinese loans",business
04-08-2019,"Oil Price Rises to $58, OPEC Exceeds Output Cut Target",The Organisation of Petroleum Exporting Countries (OPEC) on Wednesday said its members had achieved 101% adherence to crude oil output,business
28-09-2021,"Business Booms for Tech Giants Amazon, Apple, Facebook, Google","Business is booming for America's tech giants. Amazon, Facebook, Apple and Google reported sales and profits figures on Thursday covering",tech
06-03-2022,China in Talks with WHO over its Locally-produced COVID-19 Vaccines,"China is in talks to have its locally-produced COVID-19 vaccines assessed by the World Health Organization, as a step toward",health
09-01-2021,"Femi Kuti and Son, Made, Announce Double Album, ‘Legacy +’",Fela Anikulapo-Kuti’s son Femi Kuti and grandson Made Kuti have announced their new joint double album 'Legacy +' with two,entertainment
04-09-2021,"China Removes TripAdvisor, 104 Other Apps in ‘Cleansing Campaign’","China has removed 105 apps including that of US travel firm TripAdvisor Inc from app stores in the country, under",tech
08-04-2022,IMF Revises Nigeria’s 2021 GDP Forecast to 1.5%,The International Monetary Fund (IMF) in its World Economic Outlook (WEO) update relead on Tuesday has projected that the Nigerian,business
27-09-2021,Mali Beat Tunisia Amid Controversy  as Referee Blows for Full-Time Early,Mali and Tunisia's Africa Cup of Nations game finished in chaos after the referee first signalled for full-time on 85,sports
22-01-2021,Nigeria Begins Distribution of Covid-19 Vaccines to States,"Nigeria’s federal government has commenced the movement of AstraZeneca vaccine to all the states of the federation. The Executive Director,",health
12-11-2021,Wall Street Climbs on Stimulus Hopes,US stocks rose on Friday and the S&P 500 was on track for a second straight week of gains as,business
13-08-2019,Scooby Doo Creator Ken Spears Dies At 82,"Ken Spears, the co-creator of the popular cartoon series Scooby-Doo, has died at the age of 82. His son Kevin confirmed",entertainment
05-02-2023,Lewandowski Breaks Scoring Record in Last Minute of Season,Bayern Munich's Robert Lewandowski scored in the last minute of the season to break Gerd Muller's 49-year record of Bundesliga,sports
30-04-2021,UK Veteran Captain Sir Tom Moore Dies Aged 100 After Contracting Covid-19 and Pneumonia,"British Second World War veteran Captain Sir Tom Moore, who inspired the nation in lockdown by raising millions for the",health
01-02-2023,"Price of Rice, Other Food Items to Crash Soon, Buhari Assures","President Muhammadu Buhari has assured Nigerians that prices of food items, especially rice will soon come down. The president, who",business
08-04-2021,Major Japan Railway Now Powered Only by Renewable Energy,"Tokyo's Shibuya is famed for its Scramble Crossing, where crowds of people crisscross the intersection in a scene symbolizing urban",tech
27-03-2019,F1: Hamilton Gracious in Title Defeat as Mercedes Lodge Protests,Lewis Hamilton was gracious in defeat after Red Bull rival Max Verstappen ended the Briton’s quest for an unprecedented eighth,sports
10-03-2020,"Nigeria’s Stock Market Sustains Bullish Trend, Gains N5.64trn in First Half 2022","Following improved corporate earnings by companies, low yield in fixed income market, among other factors, the stock market segment of",business
08-12-2019,Nigeria: PDP Governors Restate Case for Decentralised Police,"Amidst the worsening insecurity in the country, governors elected on the platform of the Peoples Democratic Party (PDP) on Wednesday",politics
30-01-2023,Russia Registers First Case of Bird Flu in Humans,"Russia has detected its first case of transmission of bird flu virus from animals to humans, according to health authorities.",health
29-12-2019,"Nigeria: Jonathan’s Rumoured Ambition Poses No Threat, Say Osinbajo, Tinubu’s Support Groups","The support groups of Vice President Yemi Osinbajo and the National Leader of the All Progressives Congress (APC), Senator Bola",politics
